Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
02/05/2024,Legal Costs,Dsit - Digital And Technology Group - Dsit - Data Policy,Kpmg Llp,593186,59250,Dsit - International Data Flows-legal Costs,E14 5gl,Vendor
03/05/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,The Uk Cyber Security Council,593633,79312.43,Dsit - Cyber Security Council-current Grants To Private Sector - Npish,Ec3a 4aa,Grant
03/05/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Uk Cyber Cluster Collaboration Pilot (Ukc3),593923,250000,Dsit - Ukc3 Regional Clusters Prog-current Grants To Private Sector - Npish,Gl50 3ff,Grant
15/05/2024,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Escal Institute Of Advanced Technologies T/A Sans Institute,595017,54039.6,Dsit - Online Platform-other Professional Services,Wc2b 5ah,Vendor
14/05/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Lancaster University,595850,31910.97,Dsit - Northern Accelerator-current Grants To Private Sector - Npish,La1 4yw,Vendor
21/05/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,The Uk Cyber Security Council,596752,75816.03,Dsit - Cyber Security Council-current Grants To Private Sector - Npish,Ec3a 4aa,Grant
20/05/2024,Administration Of Grants And Awards,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Ecorys Uk Limited,596859,65325,Dsit - Ukc3 Regional Clusters Prog-administration Of Grants And Awards,B1 2ra,Vendor
21/05/2024,Project Management Costs,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Wilton Park Executive Agency,597195,30340,Dsit - Adult Retraining-project Management Costs,Bn44 3dz,Vendor
29/05/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,University Of Central Lancashire,599086,50000,Dsit - Northern Accelerator-current Grants To Private Sector - Npish,Pr1 2he,Vendor
17/05/2024,R & D Professional Subscriptions,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Science",Dealroom Co B.V,587916,62500,Dsit - Tsi Assessments-r & D Professional Subscriptions,1056 Tp,Vendor
07/05/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Communications,Nla Media Access Ltd,594019,26760,Dsit - Corporate Services Admin-other Professional Services,Tn1 1hj,Vendor
08/05/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Kings College London,594324,28420.86,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,Wc2r 2ls,Vendor
15/05/2024,Learning And Dev - Cs Skills,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Department For Business And Trade (Dbt),596150,207672,Dsit - Trigs - Itu & Internet Governance - Admin-learning And Dev - Cs Skills,Sw1a 2dy,Vendor
21/05/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Kpmg Llp,597190,98250,Dsit - Diversification Strategy Prog-consultancy Expenditure,E14 5gl,Vendor
30/05/2024,Utilities,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Smartestenergy Ltd,599212,34666.29,Dsit- Onp- Uktl-uk Telecoms Lab-utilities,E14 4hd,Grant
16/05/2024,Marketing And Media,Dsit - Digital And Technology Group - Dsit - Digital Economy Unit,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,592835,49609.96,Dsit - Digital Skills & Inclusion-marketing And Media,Se1 0sw,Vendor
16/05/2024,Marketing And Media,Dsit - Digital And Technology Group - Dsit - Digital Economy Unit,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,592835,67377.43,Dsit - Digital Skills & Inclusion-marketing And Media,Se1 0sw,Vendor
01/05/2024,R & D Economic Consultancy And Research,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Technopolis Ltd,592896,36195,Dsit - Ispf Evaluation - (Ispf Oda)-R & D Economic Consultancy And Research,Bn1 1ee,Vendor
30/05/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Council,593827,408000,Dsit - British Council International Science Partnership Fund (Ispf Non-oda)-R&D Current Grants To Public Corporations,E20 1jq,Wga Only
30/05/2024,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Council,593827,142238.7,Dsit - British Council International Science Partnership Fund (Ispf Non-oda)-R & D Administration Of Grants And Awards,E20 1jq,Wga Only
03/05/2024,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Council,593855,43018,Dsit - Ukieri - India-r & D Administration Of Grants And Awards,E20 1jq,Wga Only
30/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Council,593856,901019,Dsit - Ukieri - India-r & D Current Grants To Private Sector - Npish,E20 1jq,Wga Only
22/05/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Higher Education Funding Council For Wales,594197,1182247,Dsit - Ispf Oda Higher Education Funding Council For Wales-r & D Current Grants To Central Government,Cf83 8wt,Grant
10/05/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,594904,998872,Dsit - Tactical Fund-r&D Current Grants To Public Corporations,Ex1 3pb,Wga Only
30/05/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Department For Economy - Northern Ireland,595332,705977,Dsit - Ispf Oda Department For The Economy Northern Ireland-r & D Current Grants To Central Government,Bt1 4nn,Vendor
20/05/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,597133,2286856.43,Dsit - Newton Fund - Supplier - Met Office (Programmes)-R&D Current Grants To Public Corporations,Ex1 3pb,Wga Only
20/05/2024,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,597133,127794.59,Dsit - Newton Fund - Supplier - Met Office (Programmes)-R & D Administration Of Grants And Awards,Ex1 3pb,Wga Only
29/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The Faraday Institution,598852,448728.89,Dsit - Tactical Fund-r & D Current Grants To Private Sector - Npish,Ox11 0ra,Grant
29/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Centre For Ai And Climate Ltd,599083,137450,Dsit - Tactical Fund-r & D Current Grants To Private Sector - Npish,Ex8 1dl,Grant
31/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Offshore Renewable Energy Catapult,599755,61426.09,Dsit - Catapults International Science Partnership Fund (Ispf Non-oda)-R & D Current Grants To Private Sector - Npish,Ne24 1lz,Grant
31/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Offshore Renewable Energy Catapult,599755,82905.25,Dsit - Catapults International Science Partnership Fund (Ispf Non-oda)-R & D Current Grants To Private Sector - Npish,Ne24 1lz,Grant
29/05/2024,Purchase Of Intangible Software,Dsit - Corporate Services - Dsit - Analysis Directorate,Public Group International Ltd,599087,48000,Dsit - Corporate Services Admin-purchase Of Intangible Software,Sw1a 2hu,Vendor
17/05/2024,R & D Professional Subscriptions,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Science",Digital Science And Research Solutions Inc,595868,196748,Dsit - Insights & Emtech-r & D Professional Subscriptions,02139,Vendor
03/05/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,593929,75326.4,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
03/05/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,593930,75326.4,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
28/05/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,598436,36670.9,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
28/05/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,598449,70088.13,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
29/05/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,599124,72096.25,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
07/05/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The Natural History Museum,594211,126152.71,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Central Government,Sw7 5bd,Vendor
07/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Scottish Association For Marine Science,594213,73351.34,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Private Sector - Npish,Pa37 1qa,Vendor
17/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Ncc Operations Ltd,596584,230004.29,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Private Sector - Npish,Bs16 7fs,Grant
17/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The James Hutton Institute,596585,97989.86,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Private Sector - Npish,Dd2 5da,Vendor
17/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Niab.,596586,220427.7,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Private Sector - Npish,Cb3 0le,Vendor
31/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The Zoological Society Of London,596786,552295.7,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Private Sector - Npish,Nw1 4ry,Vendor
22/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Glass Futures Ltd,597750,196089,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Private Sector - Npish,S35 2py,Vendor
24/05/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The Manufacturing Technology Centre Ltd,598373,362913.4,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Private Sector - Npish,Cv7 9ju,Vendor
20/05/2024,Finance & Accounting Advice,"Dsit - Science, Innovation And Growth - Dsit - Space",Rand Europe Community Interest Company,589424,33300,Dsit - Consultancy Work,Cb4 1yg,Vendor
28/05/2024,R&D Current Grants To Public Corporations,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Ukri-innovate Uk,597470,205384.19,Dsit - Cyber25 Ni-r&D Current Grants To Public Corporations,Sn2 1fl,Wga Only
28/05/2024,R&D Current Grants To Public Corporations,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Ukri-innovate Uk,597470,525458.96,Dsit - Cyber25 Ni-r&D Current Grants To Public Corporations,Sn2 1fl,Wga Only
13/05/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Technology Transfer",Ordnance Survey Ltd,594218,29970,Dsit - Knowledge Assets Grant Fund-r & D Current Grants To Central Government,So16 0as,Wga Only
01/05/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",British Technology Investments Ltd,593130,1000000,Dsit - Tss - Bti Limited-grant-in-aid To Arms Length Bodies,Sw1h 0et,Grant
31/05/2024,Cl - Cash Cfers Paid Over To Hmt,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Consolidated Fund Account 6622,599831,2637602.74,Dsit - Tss - Bti Limited-cl - Cash Cfers Paid Over To Hmt,Rh10 1uh,Wga Only
03/05/2024,Marketing And Media,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Trustmarque Solutions Ltd,593865,38772.08,Dsit - Trigs - Itu & Internet Governance - Admin-marketing And Media,Yo32 9gz,Vendor
