Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
01/10/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Medical Research Council,623937,60170000,Dsit - Mrc Financing-grant-in-aid To Arms Length Bodies,W1n 4al,Wga Only
01/10/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Natural Environment Research Council,623940,42000000,Dsit - Nerc Financing-grant-in-aid To Arms Length Bodies,Sn2 1eu,Wga Only
01/10/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Science And Technology Facilities Council,623945,20000000,Dsit - Stfc Financing-grant-in-aid To Arms Length Bodies,Sn2 1sz,Wga Only
01/10/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri-innovate Uk,623949,85000000,Dsit - Tsb Financing-grant-in-aid To Arms Length Bodies,Sn2 1fl,Wga Only
01/10/2024,Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Biotechnology And Biological Science Research Council,623953,10000000,Dsit - Research Councils Pension Scheme (Bbsrc) - Grant-current Grants To Central Government,Sn2 1uh,Wga Only
17/10/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - International,Silicon Catalyst Uk Ltd,628230,47233,Dsit - Esu - Semis - Programme-consultancy Expenditure,Sw1p 2pn,Vendor
30/10/2024,Other Services,Dsit - Corporate Services - Dsit - Ics Recharges,Department For Energy Security And Net Zero (Desnz),631712,156845.09,Dsit - Devolved Admin-other Services,Sw1a 2eg,Wga Only
30/10/2024,Other Services,Dsit - Corporate Services - Dsit - Ics Recharges,Department For Energy Security And Net Zero (Desnz),631712,1045975.36,Dsit - Devolved Admin-other Services,Sw1a 2eg,Wga Only
14/10/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Rsm Uk Consulting Llp,626879,44721,Dsit - Sof-digital Connectivity Infrastructure Accelerator-consultancy Expenditure,Ec4a 4ab,Vendor
09/10/2024,Grant-in-aid To Arms Length Bodies,Dsit - Digital And Technology Group - Dsit - Digital Economy And Data Policy,Information Commissioners Office,626230,2600000,Dsit - Ico Grant In Aid Funding-grant-in-aid To Arms Length Bodies,Sk9 5af,Vendor
16/10/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - International,The Alan Turing Institute,627534,490000,Dsit - Trigs - Itu & Internet Governance - Programme-consultancy Expenditure,Nw1 2db,Grant
10/10/2024,Uksbs - Service Costs,Dsit - Corporate Services - Dsit - Matrix Directorate,Uk Shared Business Services Ltd,618786,221647.99,Dsit - Corporate Services Admin-uksbs - Service Costs,Sn2 1ff,Vendor
01/10/2024,Ppm Consultancy,Dsit - Corporate Services - Dsit - Matrix Directorate,Ernst And Young Llp,623617,82599,Dsit - Matrix Admin-ppm Consultancy,Se1 2af,Vendor
08/10/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Veran Performance Ltd,625939,304927.16,Dsit - Matrix Admin-other Professional Services,Kt8 9ju,Vendor
16/10/2024,Technical Advice / Services & Support,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,626949,29280,Dsit - Matrix Admin-technical Advice / Services & Support,E1 1ew,Vendor
11/10/2024,Organisational Change Management Consultancy,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,626950,70920,Dsit - Matrix Admin-org  Change Managt Consultcy,E1 1ew,Vendor
14/10/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,627277,60120,Dsit - Matrix Admin-other Professional Services,E1 1ew,Vendor
16/10/2024,Technical Advice / Services & Support,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,627278,46560,Dsit - Matrix Admin-technical Advice / Services & Support,E1 1ew,Vendor
14/10/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,627279,55440,Dsit - Matrix Admin-other Professional Services,E1 1ew,Vendor
16/10/2024,Technical Advice / Services & Support,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,627280,77100,Dsit - Matrix Admin-technical Advice / Services & Support,E1 1ew,Vendor
14/10/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,627281,49080,Dsit - Matrix Admin-other Professional Services,E1 1ew,Vendor
16/10/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,627282,151800,Dsit - Matrix Admin-other Professional Services,E1 1ew,Vendor
17/10/2024,Organisational Change Management Consultancy,Dsit - Corporate Services - Dsit - Matrix Directorate,Investigo Ltd,628262,39925,Dsit - Matrix Admin-org  Change Managt Consultcy,Ec2m 2qs,Vendor
17/10/2024,Organisational Change Management Consultancy,Dsit - Corporate Services - Dsit - Matrix Directorate,Investigo Ltd,628277,54375,Dsit - Matrix Admin-org  Change Managt Consultcy,Ec2m 2qs,Vendor
29/10/2024,Organisational Change Management Consultancy,Dsit - Corporate Services - Dsit - Matrix Directorate,Veran Performance Ltd,630891,61764,Dsit - Matrix Admin-org  Change Managt Consultcy,Kt8 9ju,Vendor
29/10/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Veran Performance Ltd,630892,178725.9,Dsit - Matrix Admin-other Professional Services,Kt8 9ju,Vendor
01/10/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,624407,730102.51,Dsit - Npl - Quantum Test And Eval-r&D Laboratory Services,Tw11 0lw,Vendor
01/10/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,624675,2420295.8,Dsit - Npl - Quantum Test And Eval-r&D Laboratory Services,Tw11 0lw,Vendor
02/10/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,624734,207189.95,Dsit - Npl - Fec Pressure - Npif-r&D Current Grants To Public Corporations,Tw11 0lw,Vendor
02/10/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,624735,217427.01,Dsit - Npl - Quantum Test And Eval-r&D Current Grants To Public Corporations,Tw11 0lw,Vendor
02/10/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Tuv Sud Ltd,624980,193422,Dsit - Nms - Net Zero-r&D Laboratory Services,G75 0qf,Vendor
02/10/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Tuv Sud Ltd,624982,558918,Dsit - Nms Flow Programme At Nel-r&D Laboratory Services,G75 0qf,Vendor
02/10/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Lgc Ltd,624989,829242,Dsit - Nms Programme For Chemical & Biological Metrology At Lgc-r&D Laboratory Services,Tw11 0ly,Grant
02/10/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Lgc Ltd,624991,167364,Dsit - Nms Government Chemist Programme At Lgc-r&D Laboratory Services,Tw11 0ly,Grant
02/10/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Lgc Ltd,624992,26140,Dsit - Nms - Net Zero-r&D Laboratory Services,Tw11 0ly,Grant
03/10/2024,R & D Purchase Of Weather Information & Weather-related Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,625011,283333.34,Dsit - Space Weather Service-r & D Purchase Of Weather Information & Weather-related Services,Ex1 3pb,Wga Only
04/10/2024,R & D Purchase Of Weather Information & Weather-related Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,625276,1800416.67,Dsit - Hadley Centre-r & D Purchase Of Weather Information & Weather-related Services,Ex1 3pb,Wga Only
04/10/2024,R & D Technical Advice/Services And Support,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,625281,35655250,Dsit - Public Weather Service: Contract-r & D Technical Advice/Services And Support,Ex1 3pb,Wga Only
04/10/2024,R & D Research And Development Expenditure,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,625315,4387431.09,Dsit - Met Office - Supercomputer R&D-r & D Research And Development Expenditure,Ex1 3pb,Wga Only
07/10/2024,Clearing Account - Cost - Assets Under Construction - Freehold Building,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,625699,264240.77,Dsit - Nms - Npl Buildings And Infrastructre (Sci-ringfence)-Clearing Account - Cost - Assets Under Construction - Freehold Building,Tw11 0lw,Vendor
09/10/2024,R & D Research And Development Expenditure,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,626433,141000,Dsit - Met Office - National Security Advisory Group-r & D Research And Development Expenditure,Ex1 3pb,Wga Only
15/10/2024,Nca - Additions - Other Loans - Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,627505,987635.1,Dsit - Nms Npl Funding Activities-nca - Additions - Other Loans - Public Corporations,Tw11 0lw,Vendor
15/10/2024,Clearing Account - Cost - Assets Under Construction - Freehold Building,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,627566,1147321.55,Dsit - Nms - Npl Buildings And Infrastructre (Sci-ringfence)-Clearing Account - Cost - Assets Under Construction - Freehold Building,Tw11 0lw,Vendor
23/10/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,628955,42086.17,Dsit - Npl National Timing Centre-r&D Current Grants To Public Corporations,Tw11 0lw,Vendor
23/10/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,628956,332144.64,Dsit - Npl National Timing Centre-r&D Current Grants To Public Corporations,Tw11 0lw,Vendor
24/10/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,628961,75376.63,Dsit - Npl - Fec Pressure - Npif-r&D Current Grants To Public Corporations,Tw11 0lw,Vendor
23/10/2024,Internal Audit Services,"Dsit - Corporate Services - Dsit - Finance, Project And Risk Directorate",Hm Treasury,628638,164222.5,Dsit - Devolved Admin-internal Audit Services,Nr7 0hs,Wga Only
01/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",(Sepa) Scottish Environment Protection Agency,624370,107466.29,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ml1 4wq,Wga Only
03/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",(Sepa) Scottish Environment Protection Agency,625102,38475.63,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ml1 4wq,Wga Only
04/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Financial Reporting Council,625329,33324.29,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ec2y 5as,Grant
21/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Powys County Council,629093,42328.43,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ld1 5lg,Vendor
21/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Civil Aviation Authority,629124,46795.36,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Rh6 0yr,Vendor
25/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Financial Reporting Council,630291,28608.32,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ec2y 5as,Grant
25/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Tameside Metropolitan Borough Council,630296,28028.23,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ol6 0gs,Grant
25/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",West Midlands Combined Authority,630297,49244,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,B19 3sd,Grant
25/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Milton Keynes Council,630298,96778.39,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Mk9 3ej,Grant
25/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Plymouth City Council,630299,147975.67,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Pl6 5uf,Wga Only
25/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Mhra -  Medicines And Healthcare Products Regulatory Agency,630300,51161.81,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,E14 4pu,Wga Only
28/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",(Sepa) Scottish Environment Protection Agency,630661,35384.66,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ml1 4wq,Wga Only
28/10/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Care Quality Commission,630669,90536.66,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,E20 1jq,Grant
15/10/2024,Capital Grants To Private Sector - Companies,"Dsit - Science, Innovation And Growth - Dsit - Office For Life Sciences",Croda Europe Ltd,625868,1869064.95,Dsit - Vtf - Project Croda-capital Grants To Private Sector - Companies,Dn14 9aa,Vendor
03/10/2024,Res - Npf - Agencies - General Fund,"Dsit - Science, Innovation And Growth - Dsit - Space",Uk Space Agency,624692,109000000,Dsit - Uk Space Agency - Supply Funding-res - Npf - Agencies - General Fund,Sn2 1sz,Wga Only
04/10/2024,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Security And Online Harms,Crisp Thinking (Uk) Ltd,624985,56736,Dsit - Security Team Nsoit & Tech Programme-other Professional Services,Ls1 4ol,Vendor
11/10/2024,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Security And Online Harms,Faculty Science Ltd,626231,540502.91,Dsit - Security Team Nsoit & Tech Programme-other Professional Services,Ec1v 9bw,Vendor
17/10/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Security And Online Harms,The National Literacy Trust,628307,113971,Dsit - Security Team Policy & International Programme-current Grants To Private Sector - Npish,Sw8 1rl,Grant
30/10/2024,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Security And Online Harms,Fenix Media Ltd T/A Pulsar,631337,37167.5,Dsit - Security Team Nsoit & Tech Programme-other Professional Services,Ec1n 8aq,Vendor
31/10/2024,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Security And Online Harms,Faculty Science Ltd,631780,39529.57,Dsit - Security Team Nsoit & Tech Programme-other Professional Services,Ec1v 9bw,Vendor
31/10/2024,Cl - Cash Cfers Paid Over To Hmt,Dsit - Digital And Technology Group - Dsit - Dtg Central,Consolidated Fund Account 6622,632135,25283471.64,Dsit- Ofcom Cfer Receipts - Central-cl - Cash Cfers Paid Over To Hmt,Rh10 1uh,Wga Only
10/10/2024,R&D Current Grants To Public Corporations,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Ukri-innovate Uk,613713,68796,Dsit - Commercialising Ac Res (Asap)-R&D Current Grants To Public Corporations,Sn2 1fl,Wga Only
10/10/2024,R&D Current Grants To Public Corporations,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Ukri-innovate Uk,613929,127545.31,Dsit - Commercialising Ac Res (Asap)-R&D Current Grants To Public Corporations,Sn2 1fl,Wga Only
10/10/2024,R&D Current Grants To Public Corporations,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Ukri-innovate Uk,626213,117301.41,Dsit - Commercialising Ac Res (Asap)-R&D Current Grants To Public Corporations,Sn2 1fl,Wga Only
10/10/2024,R&D Current Grants To Public Corporations,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Ukri-innovate Uk,626217,219422.47,Dsit - Commercialising Ac Res (Asap)-R&D Current Grants To Public Corporations,Sn2 1fl,Wga Only
09/10/2024,Parliamentary Counsel Services,Dsit - Corporate Services - Dsit - Legal Services,Cabinet Office,625866,1291088,Dsit - Corporate Services Admin-parliamentary Counsel Services,Np10 8fz,Wga Only
16/10/2024,Payments To Government Legal Department,Dsit - Corporate Services - Dsit - Legal Services,Government Legal Department,627924,2059750,Dsit - Corporate Services Admin-payments To Government Legal Department,Sw1h 9gl,Vendor
