Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
07/02/2024,R & D Other Professional Services,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Getmapping Ltd,568530,119106.3,Dsit - Ordnance Survey- Aerial Photography Great Britain-r & D Other Professional Services,Gu51 2uh,Vendor
07/02/2024,R & D Other Professional Services,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Airbus Defence And Space Ltd,569254,35925.43,Dsit - Ordnance Survey- Aerial Photography Great Britain-r & D Other Professional Services,Ne3 3af,Vendor
08/02/2024,R & D Other Professional Services,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Bluesky International Ltd,569474,101755.2,Dsit - Ordnance Survey- Aerial Photography Great Britain-r & D Other Professional Services,Le65 2as,Vendor
12/02/2024,Business Rates,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",The Alan Turing Institute,570086,40006.68,Dsit - Geospatial Programme-business Rates,Nw1 2db,Grant
01/02/2024,Research And Development Expenditure,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Ipsos (Market Research) Ltd,560812,169040,Dsit - Labour Market Research-research And Development Expenditure,E1w 1yw,Vendor
01/02/2024,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Plexal (City) Ltd,562090,327989.6,Dsit - Cyber Runway-other Professional Services,W1t 3jj,Vendor
13/02/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Uk Cyber Cluster Collaboration Pilot (Ukc3),570511,250000,Dsit - Ukc3 Regional Clusters Prog-current Grants To Private Sector - Npish,Gl50 3ff,Grant
19/02/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,University Of Central Lancashire,570513,83255,Dsit - Northern Accelerator-current Grants To Private Sector - Npish,Pr1 2he,Vendor
13/02/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Cybernorth Cic,570528,25000,Dsit - Cyber Local-current Grants To Private Sector - Npish,Ne48 2az,Vendor
26/02/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,The Uk Cyber Security Council,573716,230190.98,Dsit - Cyber Security Council-current Grants To Private Sector - Npish,Ec3a 4aa,Grant
16/02/2024,R & D Economic Consultancy And Research,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Science",Pricewaterhousecoopers Llp,571395,80000,Dsit - Insights & Emtech-r & D Economic Consultancy And Research,Se1 2rd,Vendor
09/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Adtran Networks Uk Ltd,569784,189140.88,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,Yo30 4ry,Grant
23/02/2024,Utilities,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Ecotricity Ltd,572419,26088.13,Dsit - Uk Telecommunications Lab-utilities,Gl5 3by,Grant
27/02/2024,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Academy,571717,25000,Dsit - British Academy International Science Partnership Fund (Ispf Non-oda)-R & D Administration Of Grants And Awards,Sw1y 5ah,Vendor
27/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Academy,571717,900000,Dsit - British Academy International Science Partnership Fund (Ispf Non-oda)-R & D Current Grants To Private Sector - Npish,Sw1y 5ah,Vendor
20/02/2024,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,572354,161200.43,Dsit - Newton Fund - Supplier - Met Office (Programmes)-R & D Administration Of Grants And Awards,Ex1 3pb,Wga Only
20/02/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,572354,2158508.54,Dsit - Newton Fund - Supplier - Met Office (Programmes)-R&D Current Grants To Public Corporations,Ex1 3pb,Wga Only
27/02/2024,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Royal Academy Of Engineering Rae,572355,27290.23,Dsit - Royal Academy Of Engineering International Science Partnership Fund (Ispf-r & D Administration Of Grants And Awards,Sw1y 5dg,Vendor
27/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Royal Academy Of Engineering Rae,572355,456105.95,Dsit - Royal Academy Of Engineering International Science Partnership Fund (Ispf-r & D Current Grants To Private Sector - Npish,Sw1y 5dg,Vendor
20/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",University Of Cambridge,572358,240000,Dsit - Tactical Fund-r & D Current Grants To Private Sector - Npish,Cb2 1ag,Vendor
22/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Centre For Ai And Climate Ltd,572735,54437,Dsit - Tactical Fund-r & D Current Grants To Private Sector - Npish,Ex8 1dl,Grant
23/02/2024,R & D Economic Consultancy And Research,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Itad Ltd,573130,128150,Dsit - Gcrf - Evaluation Line-r & D Economic Consultancy And Research,Bn1 3xe,Vendor
23/02/2024,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Royal Academy Of Engineering Rae,573690,165426.7,Dsit - Royal Academy Of Engineering International Science Partnership Fund (Ispf-r & D Administration Of Grants And Awards,Sw1y 5dg,Vendor
23/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Royal Academy Of Engineering Rae,573690,2392226,Dsit - Royal Academy Of Engineering International Science Partnership Fund (Ispf-r & D Current Grants To Private Sector - Npish,Sw1y 5dg,Vendor
23/02/2024,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Royal Academy Of Engineering Rae,573691,190000,Dsit - Royal Academy Of Engineering - Global Challenges Research Fund-r & D Administration Of Grants And Awards,Sw1y 5dg,Vendor
23/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Royal Academy Of Engineering Rae,573691,751426.95,Dsit - Royal Academy Of Engineering - Global Challenges Research Fund-r & D Current Grants To Private Sector - Npish,Sw1y 5dg,Vendor
23/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Royal Academy Of Engineering Rae,573691,813691.54,Dsit - Royal Academy Of Engineering - Global Challenges Research Fund-r & D Current Grants To Private Sector - Npish,Sw1y 5dg,Vendor
23/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Royal Academy Of Engineering Rae,573706,114419.64,Dsit - Newton Fund - Supplier - Royal Academy Of Engineering-r & D Current Grants To Private Sector - Npish,Sw1y 5dg,Vendor
29/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Academy,574160,104760,Dsit - British Academy International Science Partnership Fund (Ispf Oda)-R & D Current Grants To Private Sector - Npish,Sw1y 5ah,Vendor
29/02/2024,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Academy,574160,399007,Dsit - British Academy International Science Partnership Fund (Ispf Oda)-R & D Administration Of Grants And Awards,Sw1y 5ah,Vendor
29/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Academy,574160,5665077,Dsit - British Academy International Science Partnership Fund (Ispf Oda)-R & D Current Grants To Private Sector - Npish,Sw1y 5ah,Vendor
13/02/2024,Economic Consultancy & Research,Dsit - Digital And Technology Group - Dsit - Data Policy,Behavioural Insights Ltd,555942,36000,Dsit - Data Infrastructure Sec Res Prog-economic Consultancy & Research,Ec4y 0ds,Grant
13/02/2024,R & D Research And Development Expenditure,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Science",Department For Education,570061,30600,Dsit - Foresight Projects-r & D Research And Development Expenditure,Cv1 2wt,Wga Only
16/02/2024,R & D Economic Consultancy And Research,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Science",Pricewaterhousecoopers Llp,571395,40000,Dsit - Insights & Emtech-r & D Economic Consultancy And Research,Se1 2rd,Vendor
07/02/2024,Ca - Clarity Travel Management,Dsit - Corporate Services - Dsit - Commercial,Corporate Travel Management (North) Ltd,569457,42102.85,Dsit - Devolved Admin-ca - Clarity Travel Management,Bd1 5hq,Vendor
01/02/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,567929,134394.66,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
01/02/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,567931,113692.71,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
01/02/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,567937,130000,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
16/02/2024,Current Grants To Local Government,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Greater London Authority,571392,30285.26,Dsit - National Underground Asset Register-current Grants To Local Government,Se1 2aa,Wga Only
23/02/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,573020,51468.75,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
23/02/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,573022,45237.5,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
23/02/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,573023,75326,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
28/02/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,574585,134656.85,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
28/02/2024,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,574824,159062.19,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
09/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Moredun Research Institute,569978,364676.88,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Private Sector - Npish,Eh26 0pz,Grant
21/02/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,572464,160000,Dsit - Psre Infrastructure Fund - Npl-r & D Current Grants To Central Government,Tw11 0lw,Vendor
23/02/2024,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Mhra -  Medicines And Healthcare Products Regulatory Agency,573143,197573.6,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Private Sector - Npish,Sw1w 9sz,Wga Only
12/02/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Technology Transfer",St Helens And Knowsley Teaching Hospitals Nhs Trust,570006,85738,Dsit - Knowledge Assets Grant Fund-r & D Current Grants To Central Government,L35 5dr,Grant
14/02/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Technology Transfer",Npl Management Ltd,570824,48947.91,Dsit - Knowledge Assets Grant Fund-r & D Current Grants To Central Government,Tw11 0lw,Vendor
21/02/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Technology Transfer",Npl Management Ltd,571686,25297.88,Dsit - Knowledge Assets Grant Fund-r & D Current Grants To Central Government,Tw11 0lw,Vendor
29/02/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Technology Transfer",The Mid Yorkshire Hospitals Nhs Trust,574885,25755,Dsit - Knowledge Assets Grant Fund-r & D Current Grants To Central Government,Wf1 4dg,Grant
02/02/2024,Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Digital Catapult Services Ltd,568199,29100.96,Dsit - Tss Programme-current Grants To Private Sector - Npish,Nw1 2ra,Vendor
16/02/2024,Marketing And Media,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Pricewaterhousecoopers Llp,571382,80000,Dsit - Devolved Admin-marketing And Media,Se1 2rd,Vendor
06/02/2024,Learning And Dev - Cs Skills,Dsit - Corporate Services - Dsit - Human Resources,Cabinet Office,567690,57480,Dsit - Corporate Services Admin-learning And Dev - Cs Skills,Fy1 9jn,Wga Only
