Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
16/04/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Dense Air Ltd,589170,240897.97,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,Sl7 1ey,Grant
30/04/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Dense Air Ltd,589338,1152378.89,Dsit- Onp-one-open Networks Ecosystem-capital Grants To Private Sector - Companies,Sl7 1ey,Grant
17/04/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Digital Tv Group Ltd,589512,153913.24,Dsit- Onp-one-open Networks Ecosystem-capital Grants To Private Sector - Companies,Se1 7tp,Grant
22/04/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Telefonica Uk Ltd,590347,87659.07,Dsit- Onp-one-open Networks Ecosystem-capital Grants To Private Sector - Companies,Rg2 6uu,Vendor
22/04/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Parallel Wireless Uk Ltd,590399,187437.03,Dsit- Onp-one-open Networks Ecosystem-capital Grants To Private Sector - Companies,Gu47 0qa,Grant
30/04/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,University Of Liverpool,590741,516814.12,Dsit- Onp-one-open Networks Ecosystem-capital Grants To Private Sector - Companies,L69 7zx,Vendor
29/04/2024,R & D Economic Consultancy And Research,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Pricewaterhousecoopers Llp,591004,643394.56,Dsit - Diversification Strategy Prog-r & D Economic Consultancy And Research,Wc2n 6rh,Vendor
26/04/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Telet Research (Ni) Ltd,591894,360300.4,Dsit- Onp-franc-future Ran Competition-capital Grants To Private Sector - Companies,Sw1p 3rx,Grant
29/04/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Digital Catapult Services Ltd,591916,782991.92,Dsit- Onp-sonic-smartran Open Network Interoperability Centre-capital Grants To Private Sector - Companies,Nw1 2ra,Vendor
02/04/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Natural Environment Research Council,584283,80000000,Dsit - Nerc Financing-grant-in-aid To Arms Length Bodies,Sn2 1eu,Wga Only
02/04/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Science And Technology Facilities Council,584285,165000000,Dsit - Stfc Financing-grant-in-aid To Arms Length Bodies,Sn2 1sz,Wga Only
02/04/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri-innovate Uk,584301,90000000,Dsit - Tsb Financing-grant-in-aid To Arms Length Bodies,Sn2 1fl,Wga Only
02/04/2024,Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Biotechnology And Biological Science Research Council,584306,10000000,Dsit - Research Councils Pension Scheme (Bbsrc) - Grant-current Grants To Central Government,Sn2 1uh,Wga Only
02/04/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Advanced Research And Invention Agency (Aria),584316,1577182,Dsit - Advanced Research And Invention Agency (Aria) Financing-grant-in-aid To Arms Length Bodies,Nw1 2db,Grant
02/04/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Arts And Humanities Research Council,584318,15000000,Dsit - Ahrc Financing-grant-in-aid To Arms Length Bodies,Bs1 2ae,Wga Only
02/04/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Medical Research Council,584320,124370000,Dsit - Mrc Financing-grant-in-aid To Arms Length Bodies,W1n 4al,Wga Only
30/04/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,571461,36099.79,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor
03/04/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,585892,66457.92,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Rg12 1rd,Vendor
03/04/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,585893,60939.36,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Rg12 1rd,Vendor
03/04/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,585894,36830.74,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Rg12 1rd,Vendor
17/04/2024,Support - It Shared Services,Dsit - Corporate Services - Dsit - Ics Recharges,Cabinet Office,589662,278645.28,Dsit - Cs Transition Costs Admin-support - It Shared Services,Fy1 9jn,Wga Only
29/04/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,592254,30880.44,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor
17/04/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - International,Silicon Catalyst Uk Ltd,589398,29239.48,Dsit - Esu - Semis - Programme-consultancy Expenditure,Sw1p 2pn,Vendor
16/04/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Bechtle Ltd,588100,138595.38,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Sn14 0gf,Vendor
11/04/2024,Marketing And Media,Dsit - Corporate Services - Dsit - Communications,Digital Unlimited Group Ltd,584294,99941.52,Dsit - Horizon International-marketing And Media,Wc2h 9ea,Vendor
02/04/2024,Marketing And Media,Dsit - Corporate Services - Dsit - Communications,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,584606,43340.74,Dsit - Great Talent-marketing And Media,Se1 0sw,Vendor
02/04/2024,Marketing And Media,Dsit - Corporate Services - Dsit - Communications,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,584608,41659.27,Dsit - Great Talent-marketing And Media,Se1 0sw,Vendor
16/04/2024,Marketing And Media,Dsit - Corporate Services - Dsit - Communications,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,585232,219456.61,Dsit - Superpower Campaign Communications-marketing And Media,Se1 0sw,Vendor
02/04/2024,Marketing And Media,Dsit - Corporate Services - Dsit - Communications,Digital Unlimited Group Ltd,585239,419388.76,Dsit - Superpower Campaign Communications-marketing And Media,Wc2h 9ea,Vendor
16/04/2024,Marketing And Media,Dsit - Corporate Services - Dsit - Communications,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,585298,79920,Dsit - Superpower Campaign Communications-marketing And Media,Se1 0sw,Vendor
02/04/2024,Advertising,Dsit - Corporate Services - Dsit - Communications,Digital Unlimited Group Ltd,585360,99448.24,Dsit - Great Talent-advertising,Wc2h 9ea,Vendor
19/04/2024,Marketing And Media,Dsit - Corporate Services - Dsit - Communications,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,589079,35081.13,Dsit - Superpower Campaign Communications-marketing And Media,Se1 0sw,Vendor
12/04/2024,Misc. Non Procurement Spend,"Dsit - Science, Innovation And Growth - Dsit - Office For Life Sciences",Cogent Skills Ltd,583594,30000,Dsit - Devolved Admin-misc. Non Procurement Spend,Wa1 1gg,Vendor
22/04/2024,Technical Advice / Services & Support,"Dsit - Science, Innovation And Growth - Dsit - Office For Life Sciences",Technopolis Ltd,590263,43960,Dsit - Ols: Database And Web Portal-technical Advice / Services & Support,Bn1 1ee,Vendor
11/04/2024,Other Programme Expenditure,Dsit - Digital And Technology Group - Dsit - Responsible Technology Adoption Unit,Nesta,588240,1900000,Dsit - Ai Manchester Prize-other Programme Expenditure,Ec4y 0ds,Grant
10/04/2024,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Digital Economy Unit,Barclays Bank Uk Plc (Eagle Labs),587951,1838022.13,Dsit - DGG Grant-current Grants To Private Sector - Npish,E14 5hp,Vendor
03/04/2024,Grant-in-aid To Arms Length Bodies,Dsit - Digital And Technology Group - Dsit - Data Policy,"Department For Culture, Media And Sport",586013,2055283,Dsit - Ico Grant In Aid Funding-grant-in-aid To Arms Length Bodies,Sw1a 2bq,Wga Only
11/04/2024,Grant-in-aid To Arms Length Bodies,Dsit - Digital And Technology Group - Dsit - Data Policy,Information Commissioners Office,586014,1372118,Dsit - Ico Grant In Aid Funding-grant-in-aid To Arms Length Bodies,Sk9 5af,Vendor
19/04/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - International,The United Nations Office At Geneva,588248,50000,Dsit - Trigs - Itu & Internet Governance - Programme-consultancy Expenditure,1211,Grant
22/04/2024,Membership Of Organisations,Dsit - Digital And Technology Group - Dsit - International,Internet Governance Forum,590002,25000,Dsit - Trigs - Itu & Internet Governance - Programme-membership Of Organisations,Ny 10017,Vendor
25/04/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - International,The Alan Turing Institute,591725,912167.93,Dsit - Trigs - Itu & Internet Governance - Programme-consultancy Expenditure,Nw1 2db,Grant
25/04/2024,R & D Outsourced Other,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Behavioural Insights Ltd,586600,30525,Dsit - Sig Strategic Analysis And Economic Research-r & D Outsourced Other,Ec4y 0ds,Grant
08/04/2024,R & D Outsourced Other,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Technopolis Ltd,587014,33810,Dsit - Devolved Admin-r & D Outsourced Other,Bn1 1ee,Vendor
08/04/2024,Uksbs - Service Costs,Dsit - Corporate Services - Dsit - Matrix Directorate,Uk Shared Business Services Ltd,577331,160163.26,Dsit - Corporate Services Admin-uksbs - Service Costs,Sn2 1ff,Vendor
12/04/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Investigo Ltd,588385,72600,Dsit - Corporate Services Admin-other Professional Services,Ec2m 2qs,Vendor
24/04/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,588584,88980,Dsit - Corporate Services Admin-other Professional Services,E1 1ew,Vendor
24/04/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,588585,34800,Dsit - Corporate Services Admin-other Professional Services,E1 1ew,Vendor
24/04/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,588588,51960,Dsit - Corporate Services Admin-other Professional Services,E1 1ew,Vendor
24/04/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Tpximpact Ltd,588589,155760,Dsit - Corporate Services Admin-other Professional Services,E1 1ew,Vendor
18/04/2024,Consultancy Expenditure,Dsit - Corporate Services - Dsit - Matrix Directorate,Cabinet Office,589687,173648,Dsit - Corporate Services Admin-consultancy Expenditure,Fy5 3fw,Wga Only
24/04/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Veran Performance Ltd,591063,123427.61,Dsit - Corporate Services Admin-other Professional Services,Kt8 9ju,Vendor
05/04/2024,R & D Technical Advice/Services And Support,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,582888,1765750,Dsit - Hadley Centre-r & D Technical Advice/Services And Support,Ex1 3pb,Wga Only
05/04/2024,R & D Technical Advice/Services And Support,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,582890,247500,Dsit - Space Weather Service-r & D Technical Advice/Services And Support,Ex1 3pb,Wga Only
05/04/2024,R & D Technical Advice/Services And Support,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,582891,9375416.63,Dsit - Public Weather Service: Contract-r & D Technical Advice/Services And Support,Ex1 3pb,Wga Only
05/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,583841,1576750,Dsit - Nms - Npl Life Sciences And Health-r&D Laboratory Services,Tw11 0lw,Vendor
11/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,584128,205586.6,Dsit - Npl - Quantum Hub & Quantum Test-r&D Laboratory Services,Tw11 0lw,Vendor
05/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,584166,1110500,Dsit - Nms - Npl Cross Sector-r&D Laboratory Services,Tw11 0lw,Vendor
05/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,584242,166664.65,Dsit - Nms - Net Zero-r&D Laboratory Services,Tw11 0lw,Vendor
05/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,584248,1491000,Dsit - Nms - Npl Energy And Environment-r&D Laboratory Services,Tw11 0lw,Vendor
05/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,584252,1295666.63,Dsit - Nms - Npl Digital-r&D Laboratory Services,Tw11 0lw,Vendor
05/04/2024,R & D Research And Development Expenditure,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,584605,4387431.09,Dsit - Met Office - Supercomputer R&D-r & D Research And Development Expenditure,Ex1 3pb,Wga Only
05/04/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,585300,520248.58,Dsit - Npl National Timing Centre-r&D Current Grants To Public Corporations,Tw11 0lw,Vendor
17/04/2024,R & D Interior Landscaping & Refurbishment,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Government Communications Headquarters (Gchq),585335,994045.2,Dsit - Npl National Timing Centre-r & D Interior Landscaping & Refurbishment,Gl51 0ex,Vendor
17/04/2024,R & D Interior Landscaping & Refurbishment,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Government Communications Headquarters (Gchq),585337,419674.51,Dsit - Npl National Timing Centre-r & D Interior Landscaping & Refurbishment,Gl51 0ex,Vendor
03/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Lgc Ltd,586291,148221,Dsit - Nms Government Chemist Programme At Lgc-r&D Laboratory Services,Tw11 0ly,Grant
03/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Lgc Ltd,586293,730272.1,Dsit - Nms Programme For Chemical & Biological Metrology At Lgc-r&D Laboratory Services,Tw11 0ly,Grant
03/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Tuv Sud Ltd,586295,485781,Dsit - Nms Flow Programme At Nel-r&D Laboratory Services,G75 0qf,Vendor
03/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Tuv Sud Ltd,586296,44000,Dsit - Nms Flow Programme At Nel-r&D Laboratory Services,G75 0qf,Vendor
03/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Tuv Sud Ltd,586297,129162,Dsit - Nms - Net Zero-r&D Laboratory Services,G75 0qf,Vendor
03/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Tuv Sud Ltd,586298,103389.15,Dsit - Nms Flow Programme At Nel-r&D Laboratory Services,G75 0qf,Vendor
04/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,586334,108000,Dsit - Nms - Npl Energy And Environment-r&D Laboratory Services,Tw11 0lw,Vendor
05/04/2024,R & D Outsourced Other,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,586757,1555093.55,Dsit - Met Office - Copernicus Alternatives Spend-r & D Outsourced Other,Ex1 3pb,Wga Only
17/04/2024,Clearing Account - Cost - Assets Under Construction - Freehold Building,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,589436,725069.26,Dsit - Nms - Npl Buildings And Infrastructre (Sci-ringfence)-Clearing Account - Cost - Assets Under Construction - Freehold Building,Tw11 0lw,Vendor
17/04/2024,Clearing Account - Cost - Assets Under Construction - Freehold Building,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,589436,2912116.24,Dsit - Nms - Npl Buildings And Infrastructre (Sci-ringfence)-Clearing Account - Cost - Assets Under Construction - Freehold Building,Tw11 0lw,Vendor
19/04/2024,R & D Technical Advice/Services And Support,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,589768,35655250,Dsit - Public Weather Service: Contract-r & D Technical Advice/Services And Support,Ex1 3pb,Wga Only
29/04/2024,Nca - Additions - Other Loans - Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,590707,848974.64,Dsit - Nms Npl Funding Activities-nca - Additions - Other Loans - Public Corporations,Tw11 0lw,Vendor
24/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Lgc Ltd,591371,84000,Dsit - Nms Programme For Chemical & Biological Metrology At Lgc-r&D Laboratory Services,Tw11 0ly,Grant
29/04/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,591912,563455.07,Dsit - Npl - Quantum Test And Eval-r&D Laboratory Services,Tw11 0lw,Vendor
30/04/2024,Nca - Additions - Other Loans - Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,592125,10000000,Dsit - Met Office: Eumetsat Second Generation Polar Satellite-nca - Additions - Other Loans - Public Corporations,Ex1 3pb,Wga Only
17/04/2024,R & D External Legal Advice And Services,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Science",Government Legal Department,589455,28778.99,Dsit - Covid Inquiry-r & D External Legal Advice And Services,Sw1h 9gl,Vendor
05/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Mhra -  Medicines And Healthcare Products Regulatory Agency,586708,81646.06,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,E14 4pu,Wga Only
05/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Plymouth City Council,586902,41255.56,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Pl1 3bl,Wga Only
05/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Milton Keynes Council,586903,101756.56,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Mk9 3ej,Grant
05/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Care Quality Commission,586905,41279.71,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,E20 1jq,Grant
11/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",West Midlands Combined Authority,588129,33497,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,B19 3sd,Grant
12/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Tameside Metropolitan Borough Council,588336,32169.23,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ol6 0gs,Grant
12/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Civil Aviation Authority,588377,73054.39,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Rh6 0yr,Vendor
15/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Financial Reporting Council,588656,41631.34,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ec2y 5as,Grant
15/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Mhra -  Medicines And Healthcare Products Regulatory Agency,588836,45804.57,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,E14 4pu,Wga Only
15/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Milton Keynes Council,588840,97902.05,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Mk9 3ej,Grant
15/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Care Quality Commission,588841,41279.49,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,E20 1jq,Grant
15/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",(Sepa) Scottish Environment Protection Agency,588846,44593.12,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ml1 4wq,Wga Only
16/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Powys County Council,589183,35472.11,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ld1 5lg,Vendor
17/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",(Sepa) Scottish Environment Protection Agency,589449,32342.94,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Ml1 4wq,Wga Only
17/04/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",West Midlands Combined Authority,589461,45376,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,B19 3sd,Grant
03/04/2024,Research And Development Expenditure,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Pye Tait Consulting,585877,75600,Dsit - Res Policy Development Prog-research And Development Expenditure,Hg1 1ep,Vendor
19/04/2024,Research And Development Expenditure,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Arculus Ltd,590073,33300,Dsit - Res Policy Development Prog-research And Development Expenditure,Bn3 2pj,Vendor
04/04/2024,Res - Npf - Agencies - General Fund,"Dsit - Science, Innovation And Growth - Dsit - Space",Uk Space Agency,586664,10000000,Dsit - Uk Space Agency - Supply Funding-res - Npf - Agencies - General Fund,Sn2 1sz,Wga Only
02/04/2024,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Security And Online Harms,Crisp Thinking (Uk) Ltd,583383,47280,Dsit - Security Team Policy & International Programme-other Professional Services,Ls1 4ol,Vendor
11/04/2024,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Security And Online Harms,Faculty Science Ltd,586996,50373.19,Dsit - Security Team Nsoit & Tech Programme-other Professional Services,Ec1v 9bw,Vendor
19/04/2024,R & D Outsourced Other,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Anchored In Ltd,590059,92690,Dsit - Devolved Admin-r & D Outsourced Other,N12 0jr,Vendor
19/04/2024,Uk Subscriptions,"Dsit - Science, Innovation And Growth - Dsit - Space",Analysys Mason Ltd,590101,30895,Dsit - Devolved Admin-uk Subscriptions,Wc2b 4py,Vendor
30/04/2024,Cl - Cash Cfers Paid Over To Hmt,Dsit - Digital And Technology Group - Dsit - Dtg Central,Consolidated Fund Account 6622,592939,24000000,Dsit- Ofcom Cfer Receipts - Central-cl - Cash Cfers Paid Over To Hmt,Rh10 1uh,Wga Only
17/04/2024,Research And Development Expenditure,Dsit - Digital And Technology Group - Dsit - Ai Policy,Perspective Economics Ltd,588037,124950,Dsit - Digital Tech Nrf-research And Development Expenditure,Bt1 2be,Vendor
02/04/2024,Research And Development Expenditure,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Rsm Uk Consulting Llp,584171,106294.5,Dsit - Digital Security By Design - research And Development Expenditure,Ec4a 4ab,Vendor
02/04/2024,Research And Development Expenditure,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Briscoe Advisory Ltd,585502,30584,Dsit - Anlys Crit And Emerg Tech (Pr)-Research And Development Expenditure,Ox13 5ay,Vendor
03/04/2024,Enforcement,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Department For Business And Trade (Dbt),585852,368999,Dsit - Xstrategy Consumer Iot Leg-enforcement,Sw1a 2dy,Vendor
