Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
30/05/2025,Cl - Cash Cfers Paid Over To Hmt,Dsit - Digital And Technology Group - Dsit - Dtg Central,Consolidated Fund Account 6622,691348,68000000,Dsit- Ofcom Cfer Receipts - Central-cl - Cash Cfers Paid Over To Hmt,Rh10 1uh,Wga Only
13/05/2025,Other Goods/Services,Dsit - Digital And Technology Group - Dsit - Ai Policy,Nesta,684649,1600000,Dsit - Admin Nrf Digital Tech-other Goods/Services,Ec4y 0ds,Grant
12/05/2025,Corporate Event Management And Marketing,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Reed Exhibitions Ltd,684914,32900,Dsit - Cyber Events-corporate Event Management And Marketing,Tw9 1dn,Vendor
20/05/2025,Other Goods/Services,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Actica Consulting Ltd,688144,59950,Dsit - Anlys Crit And Emerg Tech (Pr)-Other Goods/Services,Gu2 7rf,Vendor
21/05/2025,Payments To Government Legal Department,Dsit - Corporate Services - Dsit - Legal Services,Government Legal Department,688176,110400,Dsit - Devolved Admin-payments To Government Legal Department,Wc2b 4ts,Vendor
21/05/2025,Payments To Government Legal Department,Dsit - Corporate Services - Dsit - Legal Services,Government Legal Department,688189,2730000,Dsit - Devolved Admin-payments To Government Legal Department,Wc2b 4ts,Vendor
14/05/2025,Professional Subscriptions,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Informa Telecoms And Media Ltd T/A Omdia,680016,52152,Dsit - Trigs - Itu & Internet Governance - Admin-professional Subscriptions,Sw1p 1wg,Vendor
14/05/2025,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Hutchison 3g Uk Ltd,684897,65926.26,Dsit - Cell Broadcast System Prog 1-other Professional Services,Rg2 6gf,Vendor
02/05/2025,R & D Outsourced Other,Dsit - Digital And Technology Group - Dsit - Ai Safety Institute,Deloitte Llp,652618,92730.71,Dsit - Digital Tech Nrf-r & D Outsourced Other,Ec4a 4tr,Vendor
15/05/2025,Apprenticeship Levy,Dsit - Corporate Services - Dsit - Human Resources,Hm Revenue And Customs,685007,53503,Dsit - Devolved Admin-apprenticeship Levy,Bd98 8aa,Wga Only
15/05/2025,R & D Outsourced Other,Dsit - Digital And Technology Group - Dsit - Ai Policy,Iff Research Ltd,686736,29438.64,Dsit - Ai Prog Nrf-r & D Outsourced Other,Se1 0hr,Vendor
08/05/2025,Business Rates,Dsit - Corporate Services - Dsit - Ics Recharges,Department For Energy Security And Net Zero (Desnz),684386,9763063.42,Dsit - Devolved Admin-business Rates,Sw1h 0et,Wga Only
06/05/2025,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Academy Of Medical Sciences,683115,458889,Dsit - Academy Of Medical Sciences-r & D Current Grants To Private Sector - Npish,W1b 1qh,Grant
06/05/2025,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The Royal Society,683116,700000,Dsit - Royal Society-r & D Current Grants To Private Sector - Npish,Sw1y 5ag,Grant
06/05/2025,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Academy,683118,1891144,Dsit - British Academy-r & D Current Grants To Private Sector - Npish,Sw1y 5ah,Vendor
06/05/2025,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Royal Academy Of Engineering Rae,683119,2235586,Dsit - Royal Academy Of Engineering-r & D Current Grants To Private Sector - Npish,Sw1y 5dg,Vendor
07/05/2025,Pr & Marketing Advice & Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,683136,30969.31,Dsit - Eu Exit: Horizon Europe Association - Participation Fee-pr & Marketing Advice & Services,Se1 0sw,Vendor
07/05/2025,R & D Research And Development Expenditure,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Technopolis Ltd,684332,80000,Dsit - Horizon Europe Association Evaluation (Support Spend)-R & D Research And Development Expenditure,Bn1 1ee,Vendor
30/05/2025,International Subscriptions,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",European Commission,690995,636516.45,Dsit - Eu Exit: Horizon Europe Association - Participation Fee-international Subscriptions,.,Grant
30/05/2025,International Subscriptions,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",European Commission,690995,22550355.61,Dsit - Eu Exit: Horizon Europe Association - Participation Fee-international Subscriptions,.,Grant
30/05/2025,R & D International Subscriptions,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",European Commission,690995,41061858.32,Dsit - Eu Exit: Horizon Europe Association-r & D International Subscriptions,.,Grant
30/05/2025,R & D International Subscriptions,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",European Commission,690995,886287278.2,Dsit - Eu Exit: Horizon Europe Association-r & D International Subscriptions,.,Grant
07/05/2025,R & D Other Professional Services,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Bluesky International Ltd,683542,204545.45,Dsit - Aerial Photography Great Britain Apgb-r & D Other Professional Services,Le65 2as,Vendor
07/05/2025,R & D Other Professional Services,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Bluesky International Ltd,683543,28000,Dsit - Aerial Photography Great Britain Apgb-r & D Other Professional Services,Le65 2as,Vendor
30/05/2025,R & D Other Professional Services,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Bluesky International Ltd,690716,28000.04,Dsit - Aerial Photography Great Britain Apgb-r & D Other Professional Services,Le65 2as,Vendor
29/05/2025,R & D Other Professional Services,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Bluesky International Ltd,690717,421864.16,Dsit - Aerial Photography Great Britain Apgb-r & D Other Professional Services,Le65 2as,Vendor
29/05/2025,External Legal Advice And Service,Dsit - Digital And Technology Group - Dsit - Digital Economy And Data Policy,Dla Piper Uk Llp,674877,26056,Dsit - International Data Flows-external Legal Advice And Service,Ls1 4dl,Vendor
19/05/2025,External Legal Advice And Service,Dsit - Digital And Technology Group - Dsit - Digital Economy And Data Policy,Dla Piper Uk Llp,681833,31241.72,Dsit - International Data Flows-external Legal Advice And Service,Ls1 4dl,Vendor
30/05/2025,Misc Non Procurement Spend,"Dsit - Corporate Services - Dsit - Finance, Project And Risk Directorate",Cabinet Office,691249,239242539.8,Dsit - Devolved Admin-misc Non Procurement Spend,Fy1 9jn,Wga Only
30/05/2025,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Plexal (City) Ltd,674905,27635.54,Dsit - Cyber Runway - Isf-other Professional Services,E20 3bs,Vendor
02/05/2025,Programme Monitoring And Evaluation,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Ecorys Uk Limited,683085,81990,Dsit - Ukc3 Regional Clusters Prog-programme Monitoring And Evaluation,B1 2ra,Vendor
21/05/2025,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,The Uk Cyber Security Council,688320,81593.83,Dsit - Cyber Security Council - Isf-current Grants To Private Sector - Npish,Ec3a 4aa,Grant
21/05/2025,Current Grants To Private Sector - Npish,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,The Uk Cyber Security Council,688321,108020,Dsit - Cyber Security Council - Isf-current Grants To Private Sector - Npish,Ec3a 4aa,Grant
29/05/2025,Programme Monitoring And Evaluation,Dsit - Digital And Technology Group - Dsit - Cyber Security And Digital Identity,Ecorys Uk Limited,690941,60000,Dsit - Online Platform-programme Monitoring And Evaluation,B1 2ra,Vendor
28/05/2025,R & D Technical Advice/Services And Support,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Npl Management Ltd,677105,316666.67,Dsit- Onp- Uktl-uk Telecoms Lab-r & D Technical Advice/Services And Support,Tw11 0lw,Vendor
09/05/2025,Independent Experts,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Government Communications Headquarters (Gchq),679421,33217,Dsit - Diversification Strategy Prog-independent Experts,Gl51 0ex,Vendor
28/05/2025,R & D Other It Consultancy,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Npl Management Ltd,689946,1139166.67,Dsit- Onp- Uktl-uk Telecoms Lab-r & D Other It Consultancy,Tw11 0lw,Vendor
28/05/2025,R & D Other It Consultancy,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Npl Management Ltd,690078,99856.51,Dsit- Onp- Uktl-uk Telecoms Lab-r & D Other It Consultancy,Tw11 0lw,Vendor
07/05/2025,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Centre For Process Innovation Ltd,671723,79814.27,Dsit - Tactical Fund-r & D Current Grants To Private Sector - Npish,Ts21 3fg,Grant
21/05/2025,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Imperial College London,680012,99977.84,Dsit - Tactical Fund-r & D Current Grants To Private Sector - Npish,Sw7 2az,Wga Only
22/05/2025,Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Bayworld Centre For Research And Education,680130,30379.87,Dsit - Devolved Admin-current Grants To Private Sector - Npish,7806,Grant
14/05/2025,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The British Council,685710,45571,Dsit - Ukieri - India-r & D Administration Of Grants And Awards,E20 1jq,Wga Only
19/05/2025,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Uk Atomic Energy Authority (Ukaea),687746,33540.01,Dsit - Uk Atomic Energy Agency International Science Partnership Fund (Ispf Non-oda)-R & D Administration Of Grants And Awards,Ox14 3db,Wga Only
