Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
19/05/2025,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Uk Atomic Energy Authority (Ukaea),687746,365156,Dsit - Uk Atomic Energy Agency International Science Partnership Fund (Ispf Non-oda)-R & D Current Grants To Central Government,Ox14 3db,Wga Only
19/05/2025,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Uk Atomic Energy Authority (Ukaea),687746,1060845.98,Dsit - Uk Atomic Energy Agency International Science Partnership Fund (Ispf Non-oda)-R & D Current Grants To Central Government,Ox14 3db,Wga Only
19/05/2025,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Uk Atomic Energy Authority (Ukaea),687746,1208196,Dsit - Uk Atomic Energy Agency International Science Partnership Fund (Ispf Non-oda)-R & D Current Grants To Central Government,Ox14 3db,Wga Only
20/05/2025,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",University Of York,687774,34875.67,Dsit - Tactical Fund-r & D Current Grants To Private Sector - Npish,Yo10 5dd,Vendor
23/05/2025,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,689062,65646.66,Dsit - Met Office International Science Partnership Fund (Ispf Non-oda)-R & D Administration Of Grants And Awards,Ex1 3pb,Wga Only
23/05/2025,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,689062,683333.53,Dsit - Met Office International Science Partnership Fund (Ispf Non-oda)-R&D Current Grants To Public Corporations,Ex1 3pb,Wga Only
23/05/2025,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,689062,1016690.54,Dsit - Met Office International Science Partnership Fund (Ispf Non-oda)-R&D Current Grants To Public Corporations,Ex1 3pb,Wga Only
23/05/2025,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,689296,90421.33,Dsit - Met Office International Science Partnership Fund (Ispf Oda)-R & D Administration Of Grants And Awards,Ex1 3pb,Wga Only
23/05/2025,R & D Administration Of Grants And Awards,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,689296,127563.02,Dsit - Met Office International Science Partnership Fund (Ispf Oda)-R & D Administration Of Grants And Awards,Ex1 3pb,Wga Only
23/05/2025,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,689296,4699271.36,Dsit - Met Office International Science Partnership Fund (Ispf Oda)-R&D Current Grants To Public Corporations,Ex1 3pb,Wga Only
28/05/2025,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The Faraday Institution,690093,401843.07,Dsit - Tactical Fund-r & D Current Grants To Private Sector - Npish,Ox11 0ra,Grant
07/05/2025,Consultancy Expenditure,Dsit - Corporate Services - Dsit - Transformation And Innovation,Alexander Mann Solutions Ltd,683718,99999,Dsit - Devolved Admin-consultancy Expenditure,Ec2m 5tq,Vendor
06/05/2025,It Software Licences And Software Maintenance,Dsit - Corporate Services - Dsit - Analysis Directorate,Pitchbook Data Inc,681098,89791.2,Dsit - Devolved Admin-it Software Licences And Software Maintenance,98164-2017,Vendor
20/05/2025,Leadership & People Management,Dsit - Corporate Services - Dsit - Analysis Directorate,Department For Energy Security And Net Zero (Desnz),688143,128436.7,Dsit - Devolved Admin-leadership & People Management,Sw1h 0et,Wga Only
19/05/2025,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,687488,93612.5,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
19/05/2025,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,687491,49496.88,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
19/05/2025,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,687492,195494.36,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
21/05/2025,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,688259,259576.89,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
27/05/2025,Other It Consultancy,"Dsit - Science, Innovation And Growth - Dsit - Geospatial",Atkinsrealis Uk Ltd,689986,215211.07,Dsit - National Underground Asset Register-other It Consultancy,Kt18 5bw,Grant
27/05/2025,R & D Current Grants To Private Sector - Npish,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Ncc Operations Ltd,689949,456545.98,Dsit - Psre Infrastructure Fund - Other-r & D Current Grants To Private Sector - Npish,Bs16 7fs,Grant
01/05/2025,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Technology Transfer",Npl Management Ltd,674995,46220.11,Dsit - Knowledge Assets Grant Fund-r & D Current Grants To Central Government,Tw11 0lw,Vendor
02/05/2025,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Government Office For Technology Transfer",Npl Management Ltd,679745,41782.32,Dsit - Knowledge Assets Grant Fund-r & D Current Grants To Central Government,Tw11 0lw,Vendor
19/05/2025,Finance & Accounting Advice,"Dsit - Science, Innovation And Growth - Dsit - Technology, Growth And Security",Imperial College Projects Ltd,687490,117500,Dsit - Ofq - Venture Capital Fellowship-finance & Accounting Advice,Sw7 2az,Vendor
19/05/2025,Consultancy Expenditure,"Dsit - Science, Innovation And Growth - Dsit - Technology, Growth And Security",Imperial College Projects Ltd,687493,84485,Dsit - Devolved Admin-consultancy Expenditure,Sw7 2az,Vendor
19/05/2025,Consultancy Expenditure,"Dsit - Science, Innovation And Growth - Dsit - Technology, Growth And Security",Imperial College Projects Ltd,687498,29000,Dsit - Devolved Admin-consultancy Expenditure,Sw7 2az,Vendor
19/05/2025,Consultancy Expenditure,"Dsit - Science, Innovation And Growth - Dsit - Technology, Growth And Security",Imperial College Projects Ltd,687499,61000,Dsit - Devolved Admin-consultancy Expenditure,Sw7 2az,Vendor
12/05/2025,External Legal Advice And Service,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Department For Business And Trade (Dbt),677602,55845.36,Dsit - Trigs - Itu & Internet Governance - Admin-external Legal Advice And Service,Np10 8qq,Wga Only
